UNIQUEID,BUSNAME,Class,LATITUDE,LONGITUDE
45688207,HARVEY'S,Hamburger,43.577915,-79.653428
44599868,HARVEY'S ORIGINAL GRILL,Hamburger,43.648112,-79.507841
48064133,HARVEY'S RESTAURANT,Hamburger,43.716343,-79.455285
51458248,HARVEY'S RESTAURANT,Hamburger,43.726407,-79.34056
51928984,HARVEY'S RESTAURANT,Hamburger,43.615843,-79.688842
52038742,HARVEY'S RESTAURANT,Hamburger,43.480937,-79.695436
52783974,HARVEY'S RESTAURANT,Hamburger,43.671934,-79.467454
16275497,HARVEY'S RESTAURANTS,Hamburger,43.691519,-79.625808
52816949,HARVEY'S RESTAURANTS,Hamburger,43.710854,-79.360972
52978038,HARVEY'S RESTAURANTS,Hamburger,43.733119,-79.452807
50948199,A & W AJAX,Hamburger,43.846251,-79.019544
12903241,A & W ALL-AMERICAN FOOD,Hamburger,43.865646,-79.291426
52816188,A & W ALL-AMERICAN FOOD,Hamburger,43.670398,-79.386442
12902813,A & W FAMILY RESTAURANT,Hamburger,43.71731,-79.723459
12902862,A & W FAMILY RESTAURANT,Hamburger,43.632675,-79.554698
12902904,A & W FAMILY RESTAURANT,Hamburger,43.558745,-79.706926
12902987,A & W FAMILY RESTAURANT,Hamburger,43.462635,-79.688579
12903027,A & W FAMILY RESTAURANT,Hamburger,43.654464,-79.380279
12903068,A & W FAMILY RESTAURANT,Hamburger,43.725868,-79.457223
12903167,A & W FAMILY RESTAURANT,Hamburger,43.855701,-79.43378
12903175,A & W FAMILY RESTAURANT,Hamburger,43.592269,-79.639204
26135293,A & W FAMILY RESTAURANT,Hamburger,43.824165,-79.263407
26805663,A & W FAMILY RESTAURANT,Hamburger,43.666796,-79.734268
27199322,A & W FAMILY RESTAURANT,Hamburger,43.775465,-79.25407
29845450,A & W FAMILY RESTAURANT,Hamburger,43.518136,-79.877037
31624612,A & W FAMILY RESTAURANT,Hamburger,43.417081,-79.715027
32181059,A & W FAMILY RESTAURANT,Hamburger,43.707217,-79.398593
33093030,A & W FAMILY RESTAURANT,Hamburger,43.522365,-79.893304
36847812,A & W FAMILY RESTAURANT,Hamburger,43.768649,-79.388365
37331956,A & W FAMILY RESTAURANT,Hamburger,43.587207,-79.6378
38362778,A & W FAMILY RESTAURANT,Hamburger,43.764748,-79.301677
38624730,A & W FAMILY RESTAURANT,Hamburger,43.73649,-79.7041
38651634,A & W FAMILY RESTAURANT,Hamburger,43.649639,-79.889113
38656914,A & W FAMILY RESTAURANT,Hamburger,43.921284,-80.087746
42804500,A & W FAMILY RESTAURANT,Hamburger,43.608938,-79.691721
44013431,A & W FAMILY RESTAURANT,Hamburger,44.058005,-79.481254
45696705,A & W FAMILY RESTAURANT,Hamburger,43.605933,-79.587473
46367074,A & W FAMILY RESTAURANT,Hamburger,43.785005,-79.185418
37823309,A & W RESTAURANT,Hamburger,44.033561,-79.47556
53013488,A & W TRADING INTL,Hamburger,43.710382,-79.297848
46229340,A & W VAUGHAN MILLS CTR,Hamburger,43.82283,-79.53325
49209448,A&W RESTAURANT AJAX,Hamburger,43.846251,-79.019544
13423504,BURGER KING,Hamburger,43.62471,-79.605312
13423520,BURGER KING,Hamburger,43.592269,-79.639204
13423629,BURGER KING,Hamburger,43.593863,-79.564564
13423710,BURGER KING,Hamburger,43.701932,-79.742215
13423843,BURGER KING,Hamburger,43.837932,-79.026261
13423926,BURGER KING,Hamburger,43.61902,-79.669363
13423975,BURGER KING,Hamburger,43.596476,-79.734761
13424015,BURGER KING,Hamburger,43.830269,-79.306754
13424163,BURGER KING,Hamburger,43.707387,-79.395822
13424189,BURGER KING,Hamburger,43.650163,-79.535524
13424197,BURGER KING,Hamburger,43.751816,-79.544104
13424205,BURGER KING,Hamburger,43.654961,-79.380179
13424213,BURGER KING,Hamburger,43.751409,-79.265433
24216640,BURGER KING,Hamburger,43.776018,-79.41447
25435876,BURGER KING,Hamburger,43.639506,-79.425024
26121160,BURGER KING,Hamburger,43.713801,-79.456619
29180569,BURGER KING,Hamburger,43.893007,-79.442145
29859311,BURGER KING,Hamburger,43.522318,-79.681139
29938297,BURGER KING,Hamburger,43.577915,-79.653428
30696884,BURGER KING,Hamburger,43.661111,-79.329128
32182693,BURGER KING,Hamburger,43.707842,-79.342479
32427908,BURGER KING,Hamburger,44.058005,-79.481254
33633777,BURGER KING,Hamburger,43.658025,-79.399066
34217380,BURGER KING,Hamburger,43.47012,-79.693247
34224873,BURGER KING,Hamburger,43.71731,-79.723459
34372789,BURGER KING,Hamburger,43.76196,-79.410924
35170760,BURGER KING,Hamburger,43.835692,-79.505655
35170778,BURGER KING,Hamburger,43.787241,-79.551722
35436492,BURGER KING,Hamburger,43.817034,-79.118318
35840818,BURGER KING,Hamburger,43.741124,-79.698453
35974633,BURGER KING,Hamburger,43.71915,-79.516345
36017069,BURGER KING,Hamburger,43.717725,-79.596887
36017077,BURGER KING,Hamburger,43.624884,-79.508742
36349959,BURGER KING,Hamburger,43.707387,-79.395822
36858017,BURGER KING,Hamburger,43.758932,-79.229141
36872919,BURGER KING,Hamburger,43.762626,-79.290881
37777299,BURGER KING,Hamburger,43.850736,-79.354445
37798162,BURGER KING,Hamburger,43.877281,-79.405711
37931227,BURGER KING,Hamburger,43.706678,-79.513149
38363438,BURGER KING,Hamburger,43.782509,-79.292054
38389011,BURGER KING,Hamburger,43.618927,-79.536202
39773270,BURGER KING,Hamburger,43.772252,-79.349981
41820432,BURGER KING,Hamburger,43.665166,-79.41056
44763381,BURGER KING,Hamburger,43.690307,-79.292045
44842284,BURGER KING,Hamburger,43.65704,-79.388953
45687902,BURGER KING,Hamburger,43.657756,-79.651058
53107397,BURGER KING,Hamburger,43.964071,-79.274303
48036123,BURGER KING CANADA INC,Hamburger,43.776018,-79.41447
31519366,BURGER KING RESTAURANTS-CANADA,Hamburger,43.727824,-79.478824
51517399,BURGER KING RESTAURANTS-CANADA,Hamburger,43.751409,-79.265433
52976982,BURGER KING RESTAURANTS-CANADA,Hamburger,43.644688,-79.567112
16596579,WENDY'S,Hamburger,43.647055,-79.384308
16596645,WENDY'S,Hamburger,43.843398,-79.021552
16596892,WENDY'S,Hamburger,43.712711,-79.46144
16596900,WENDY'S,Hamburger,43.767096,-79.475186
16596967,WENDY'S,Hamburger,43.88408,-79.440313
16596991,WENDY'S,Hamburger,43.761875,-79.27974
16597049,WENDY'S,Hamburger,43.731853,-79.289324
16597171,WENDY'S,Hamburger,43.717691,-79.569708
26621656,WENDY'S,Hamburger,43.627293,-79.678314
27501261,WENDY'S,Hamburger,43.787266,-79.558294
29752094,WENDY'S,Hamburger,43.771592,-79.321159
29859774,WENDY'S,Hamburger,43.506795,-79.666126
29940020,WENDY'S,Hamburger,43.528879,-79.674882
30732051,WENDY'S,Hamburger,44.066518,-79.428552
33042938,WENDY'S,Hamburger,43.701408,-79.710157
33053869,WENDY'S,Hamburger,43.483535,-79.713594
33093097,WENDY'S,Hamburger,43.522253,-79.901814
33657552,WENDY'S,Hamburger,43.703914,-79.351299
33657560,WENDY'S,Hamburger,43.660141,-79.33097
33859091,WENDY'S,Hamburger,43.830927,-79.353248
33887522,WENDY'S,Hamburger,43.835637,-79.507838
33892407,WENDY'S,Hamburger,44.059776,-79.481467
34217844,WENDY'S,Hamburger,43.440963,-79.701984
34256735,WENDY'S,Hamburger,43.572445,-79.641944
34256750,WENDY'S,Hamburger,43.587946,-79.741936
34413351,WENDY'S,Hamburger,43.638819,-79.537909
35172832,WENDY'S,Hamburger,43.804753,-79.421659
35193507,WENDY'S,Hamburger,44.003127,-79.452836
35270370,WENDY'S,Hamburger,43.648891,-79.379615
35436682,WENDY'S,Hamburger,43.864488,-79.011882
35831080,WENDY'S,Hamburger,43.42649,-79.726325
35842590,WENDY'S,Hamburger,43.680065,-79.710822
35851757,WENDY'S,Hamburger,43.929232,-80.093703
35996016,WENDY'S,Hamburger,43.79683,-79.248364
35996024,WENDY'S,Hamburger,43.726044,-79.291059
35996032,WENDY'S,Hamburger,43.823629,-79.296361
35996040,WENDY'S,Hamburger,43.802493,-79.19733
36008852,WENDY'S,Hamburger,43.782974,-79.203825
36573673,WENDY'S,Hamburger,43.823446,-79.481762
36573681,WENDY'S,Hamburger,43.76837,-79.556388
36613156,WENDY'S,Hamburger,44.114624,-79.551977
36786069,WENDY'S,Hamburger,44.147272,-79.886136
37011988,WENDY'S,Hamburger,43.821968,-79.111504
37333531,WENDY'S,Hamburger,43.610998,-79.748774
37798972,WENDY'S,Hamburger,43.850166,-79.534274
37798980,WENDY'S,Hamburger,43.775999,-79.605098
38625661,WENDY'S,Hamburger,43.870544,-79.72534
39136973,WENDY'S,Hamburger,43.662753,-79.383516
41774258,WENDY'S,Hamburger,43.780267,-79.413065
42481499,WENDY'S,Hamburger,43.693727,-79.770592
42488080,WENDY'S,Hamburger,43.738076,-79.700392
42503136,WENDY'S,Hamburger,43.696982,-79.798671
42541763,WENDY'S,Hamburger,43.667175,-79.665982
42553420,WENDY'S,Hamburger,43.639187,-79.623635
42560607,WENDY'S,Hamburger,43.715655,-79.628605
42566554,WENDY'S,Hamburger,43.695404,-79.630972
42567685,WENDY'S,Hamburger,43.646101,-79.703053
42573238,WENDY'S,Hamburger,43.609396,-79.698967
42581827,WENDY'S,Hamburger,43.555635,-79.710408
43323856,WENDY'S,Hamburger,43.688251,-79.393869
43805811,WENDY'S,Hamburger,43.787399,-79.496038
43851666,WENDY'S,Hamburger,43.855466,-79.359372
44448603,WENDY'S,Hamburger,43.615049,-79.524125
44448611,WENDY'S,Hamburger,43.617524,-79.541302
48883128,WENDYS RESTAURANT,Hamburger,43.700985,-79.51215
47820980,WENDY'S RESTAURANT,Hamburger,43.820724,-79.324855
48464218,WENDY'S RESTAURANT,Hamburger,43.786007,-79.475036
49039332,WENDY'S RESTAURANT,Hamburger,43.440963,-79.701984
16596611,WENDY'S RESTAURANTS OF CANADA,Hamburger,43.440963,-79.701984
51433738,WENDY'S RESTAURANTS OF CANADA,Hamburger,43.823629,-79.296361
48404842,DOMINOS PIZZA,Pizza,43.772537,-79.493048
50163690,DOMINOS PIZZA,Pizza,43.856875,-79.252628
13964440,DOMINO'S PIZZA,Pizza,43.568904,-79.665385
13964515,DOMINO'S PIZZA,Pizza,43.528828,-79.639447
13964531,DOMINO'S PIZZA,Pizza,43.746553,-79.71751
13964556,DOMINO'S PIZZA,Pizza,43.523705,-79.873554
13964614,DOMINO'S PIZZA,Pizza,43.537652,-79.686861
13964721,DOMINO'S PIZZA,Pizza,43.46535,-79.684805
13964747,DOMINO'S PIZZA,Pizza,43.695518,-79.772688
13964804,DOMINO'S PIZZA,Pizza,43.662762,-79.367463
13964986,DOMINO'S PIZZA,Pizza,43.584236,-79.765928
13965025,DOMINO'S PIZZA,Pizza,43.812707,-79.423813
13965108,DOMINO'S PIZZA,Pizza,43.852244,-79.432705
13965157,DOMINO'S PIZZA,Pizza,43.706759,-79.442954
24221913,DOMINO'S PIZZA,Pizza,43.774999,-79.176562
24708521,DOMINO'S PIZZA,Pizza,43.579557,-79.615217
25503152,DOMINO'S PIZZA,Pizza,43.680093,-79.338576
25503160,DOMINO'S PIZZA,Pizza,43.713413,-79.365966
25760240,DOMINO'S PIZZA,Pizza,43.828466,-79.089928
26137257,DOMINO'S PIZZA,Pizza,43.705126,-79.251917
29949997,DOMINO'S PIZZA,Pizza,43.632624,-79.61428
30670772,DOMINO'S PIZZA,Pizza,43.641248,-79.537647
30747315,DOMINO'S PIZZA,Pizza,43.878705,-79.239014
31468408,DOMINO'S PIZZA,Pizza,43.64968,-79.894561
32428468,DOMINO'S PIZZA,Pizza,44.001031,-79.456257
32766263,DOMINO'S PIZZA,Pizza,43.766803,-79.260029
32766297,DOMINO'S PIZZA,Pizza,43.743772,-79.301753
33603077,DOMINO'S PIZZA,Pizza,43.651084,-79.439333
33603192,DOMINO'S PIZZA,Pizza,43.664179,-79.469903
33641184,DOMINO'S PIZZA,Pizza,43.679205,-79.297176
33641358,DOMINO'S PIZZA,Pizza,43.705593,-79.288939
36856466,DOMINO'S PIZZA,Pizza,43.762646,-79.211592
37822780,DOMINO'S PIZZA,Pizza,44.057815,-79.460468
38620506,DOMINO'S PIZZA,Pizza,43.709147,-79.791479
39081732,DOMINO'S PIZZA,Pizza,43.641545,-79.403098
39457676,DOMINO'S PIZZA,Pizza,43.830269,-79.306754
41610130,DOMINO'S PIZZA,Pizza,43.659893,-79.512696
41789538,DOMINO'S PIZZA,Pizza,43.764253,-79.398325
41815242,DOMINO'S PIZZA,Pizza,43.668864,-79.412763
42481341,DOMINO'S PIZZA,Pizza,43.682012,-79.730991
42780502,DOMINO'S PIZZA,Pizza,43.569641,-79.566674
42780510,DOMINO'S PIZZA,Pizza,43.579488,-79.725787
43802719,DOMINO'S PIZZA,Pizza,43.842316,-79.509377
43850783,DOMINO'S PIZZA,Pizza,43.861051,-79.311513
44379048,DOMINO'S PIZZA,Pizza,43.753335,-79.449307
44416097,DOMINO'S PIZZA,Pizza,43.686751,-79.438647
45565157,DOMINO'S PIZZA,Pizza,43.908343,-80.096801
46954806,DOMINO'S PIZZA,Pizza,43.860009,-79.025608
52427556,DOMINO'S PIZZA,Pizza,43.439365,-79.750231
49072531,DOMINO'S PIZZA SCARBOROUGH,Pizza,43.795524,-79.320504
14329296,GINO'S PIZZA,Pizza,43.440137,-79.717899
14329304,GINO'S PIZZA,Pizza,43.412015,-79.704914
14329437,GINO'S PIZZA,Pizza,43.519648,-79.682881
14329593,GINO'S PIZZA,Pizza,43.517976,-79.878134
32792277,GINO'S PIZZA,Pizza,43.632675,-79.554698
33915026,GINO'S PIZZA,Pizza,44.22701,-79.464486
35748300,GINO'S PIZZA,Pizza,43.552633,-79.584533
35843416,GINO'S PIZZA,Pizza,43.735229,-79.708099
37308434,GINO'S PIZZA,Pizza,43.678216,-79.749381
38341004,GINO'S PIZZA,Pizza,43.795854,-79.419623
38572756,GINO'S PIZZA,Pizza,43.71817,-79.637708
38572780,GINO'S PIZZA,Pizza,43.508138,-79.633261
38587895,GINO'S PIZZA,Pizza,43.601389,-79.626154
39080072,GINO'S PIZZA,Pizza,43.653348,-79.37547
42593004,GINO'S PIZZA,Pizza,43.47012,-79.693247
45687183,GINO'S PIZZA,Pizza,43.58371,-79.716625
45687191,GINO'S PIZZA,Pizza,43.59503,-79.567851
52091576,GINO'S PIZZA,Pizza,43.695395,-79.77286
52094059,GINO'S PIZZA,Pizza,43.580835,-79.617326
53130027,GINO'S PIZZA,Pizza,43.777045,-79.6037
14329528,GINO'S PIZZA BAR & GRILL,Pizza,43.651945,-79.447904
41868589,GINO'S PIZZA EXPRESS,Pizza,43.690812,-79.575061
15649312,PIZZA HUT,Pizza,43.526715,-79.651068
15649460,PIZZA HUT,Pizza,43.702182,-79.741925
15649502,PIZZA HUT,Pizza,43.738076,-79.700392
15649536,PIZZA HUT,Pizza,43.64968,-79.894561
15649650,PIZZA HUT,Pizza,43.921206,-80.088974
15649767,PIZZA HUT,Pizza,43.866212,-79.288089
15649783,PIZZA HUT,Pizza,43.507365,-79.862906
15649882,PIZZA HUT,Pizza,43.587946,-79.741936
15650070,PIZZA HUT,Pizza,43.723012,-79.797806
15650088,PIZZA HUT,Pizza,43.861014,-79.435023
24487688,PIZZA HUT,Pizza,44.148436,-79.882089
24708828,PIZZA HUT,Pizza,43.586276,-79.69817
25503749,PIZZA HUT,Pizza,43.642391,-79.576361
27202134,PIZZA HUT,Pizza,43.714041,-79.567928
27202183,PIZZA HUT,Pizza,43.666796,-79.734268
27247980,PIZZA HUT,Pizza,43.705121,-79.492872
27248004,PIZZA HUT,Pizza,43.736065,-79.348166
27248020,PIZZA HUT,Pizza,43.722734,-79.303016
27248111,PIZZA HUT,Pizza,43.690812,-79.575061
27248145,PIZZA HUT,Pizza,43.661575,-79.381137
28049237,PIZZA HUT,Pizza,43.756991,-79.519136
31522147,PIZZA HUT,Pizza,43.772799,-79.321715
32728297,PIZZA HUT,Pizza,43.723341,-79.41613
32728305,PIZZA HUT,Pizza,43.764508,-79.411788
32760795,PIZZA HUT,Pizza,43.670734,-79.297486
32764151,PIZZA HUT,Pizza,43.643056,-79.406417
32766461,PIZZA HUT,Pizza,43.803392,-79.287525
32766487,PIZZA HUT,Pizza,43.763359,-79.292031
32766495,PIZZA HUT,Pizza,43.70955,-79.269253
32790347,PIZZA HUT,Pizza,43.697366,-79.533317
32790354,PIZZA HUT,Pizza,43.602103,-79.498969
33332982,PIZZA HUT,Pizza,43.677704,-79.389939
33333006,PIZZA HUT,Pizza,43.70027,-79.373156
33657164,PIZZA HUT,Pizza,43.76517,-79.192113
33885666,PIZZA HUT,Pizza,43.835632,-79.505883
35258540,PIZZA HUT,Pizza,43.657017,-79.43438
36351153,PIZZA HUT,Pizza,43.682973,-79.346469
37899499,PIZZA HUT,Pizza,43.754735,-79.351412
38360673,PIZZA HUT,Pizza,43.757877,-79.234119
41789348,PIZZA HUT,Pizza,43.794178,-79.355042
41847104,PIZZA HUT,Pizza,43.652289,-79.471518
41847138,PIZZA HUT,Pizza,43.677205,-79.44681
41847286,PIZZA HUT,Pizza,43.806106,-79.219764
42478693,PIZZA HUT,Pizza,43.667675,-79.735144
42805721,PIZZA HUT,Pizza,43.604654,-79.649622
43287093,PIZZA HUT,Pizza,43.680339,-79.431825
45671054,PIZZA HUT,Pizza,43.696942,-79.799003
47402219,PIZZA HUT,Pizza,43.709404,-79.453559
51862332,PIZZA HUT,Pizza,43.66843,-79.395739
51862373,PIZZA HUT,Pizza,43.657293,-79.374006
52779485,PIZZA HUT,Pizza,43.741958,-79.593744
53127965,PIZZA HUT,Pizza,43.867706,-79.413327
45675030,PIZZA HUT CANADA,Pizza,43.794407,-79.755288
30137590,PIZZA HUT CANADA INC,Pizza,43.689842,-79.585862
15650666,PIZZA PIZZA,Pizza,43.919074,-80.097823
15650708,PIZZA PIZZA,Pizza,43.669425,-79.37972
25374414,PIZZA PIZZA,Pizza,44.156366,-79.861682
29220837,PIZZA PIZZA,Pizza,44.04296,-79.83067
35193192,PIZZA PIZZA,Pizza,44.06245,-79.447115
39733183,PIZZA PIZZA,Pizza,43.862719,-79.303151
47340013,PIZZA PIZZA,Pizza,43.844876,-79.407942
51438430,PIZZA PIZZA,Pizza,43.782509,-79.292054
51490969,PIZZA PIZZA,Pizza,43.747118,-79.487064
51503597,PIZZA PIZZA,Pizza,43.669042,-79.304219
51510857,PIZZA PIZZA,Pizza,43.740067,-79.58205
51512564,PIZZA PIZZA,Pizza,43.711441,-79.569011
51515120,PIZZA PIZZA,Pizza,43.768634,-79.26761
52092566,PIZZA PIZZA,Pizza,43.76271,-79.411357
52630001,PIZZA PIZZA,Pizza,43.862122,-79.021523
52630019,PIZZA PIZZA,Pizza,43.865442,-79.038676
52630027,PIZZA PIZZA,Pizza,43.830966,-79.016187
52630035,PIZZA PIZZA,Pizza,43.99095,-79.465575
52630084,PIZZA PIZZA,Pizza,43.733247,-79.720229
52630092,PIZZA PIZZA,Pizza,43.701932,-79.742215
52630118,PIZZA PIZZA,Pizza,43.726996,-79.795035
52630126,PIZZA PIZZA,Pizza,43.692503,-79.768598
52630134,PIZZA PIZZA,Pizza,43.678216,-79.749381
52630142,PIZZA PIZZA,Pizza,43.760996,-79.732014
52630159,PIZZA PIZZA,Pizza,43.678115,-79.719823
52630167,PIZZA PIZZA,Pizza,43.681905,-79.816467
52630258,PIZZA PIZZA,Pizza,43.846251,-79.019544
52630308,PIZZA PIZZA,Pizza,43.630644,-79.482694
52630316,PIZZA PIZZA,Pizza,43.650273,-79.904827
52641131,PIZZA PIZZA,Pizza,44.102023,-79.491259
52641149,PIZZA PIZZA,Pizza,43.929427,-79.52152
52641255,PIZZA PIZZA,Pizza,43.716158,-79.634972
52641263,PIZZA PIZZA,Pizza,43.850058,-79.519784
52641271,PIZZA PIZZA,Pizza,43.893277,-79.264207
52641289,PIZZA PIZZA,Pizza,43.841374,-79.30348
52641297,PIZZA PIZZA,Pizza,43.876477,-79.260564
52641305,PIZZA PIZZA,Pizza,43.508835,-79.862294
52641313,PIZZA PIZZA,Pizza,43.609529,-79.616632
52641321,PIZZA PIZZA,Pizza,43.545059,-79.685027
52641339,PIZZA PIZZA,Pizza,43.599114,-79.713882
52641347,PIZZA PIZZA,Pizza,43.602521,-79.755761
52641354,PIZZA PIZZA,Pizza,43.611148,-79.581925
52641362,PIZZA PIZZA,Pizza,43.559006,-79.641129
52641370,PIZZA PIZZA,Pizza,43.532114,-79.671626
52641388,PIZZA PIZZA,Pizza,43.613884,-79.645146
52641396,PIZZA PIZZA,Pizza,43.579218,-79.683726
52641404,PIZZA PIZZA,Pizza,43.558633,-79.716284
52641412,PIZZA PIZZA,Pizza,43.529115,-79.654743
52641420,PIZZA PIZZA,Pizza,43.572578,-79.637841
52641438,PIZZA PIZZA,Pizza,43.57818,-79.613604
52641446,PIZZA PIZZA,Pizza,43.554436,-79.582849
52641453,PIZZA PIZZA,Pizza,43.573933,-79.562081
52641461,PIZZA PIZZA,Pizza,43.553995,-79.722609
52641479,PIZZA PIZZA,Pizza,43.584859,-79.75899
52641487,PIZZA PIZZA,Pizza,43.595099,-79.731599
52641495,PIZZA PIZZA,Pizza,43.591915,-79.62721
52641503,PIZZA PIZZA,Pizza,43.517695,-79.638674
52641511,PIZZA PIZZA,Pizza,43.556636,-79.738918
52641529,PIZZA PIZZA,Pizza,44.045006,-79.438777
52641537,PIZZA PIZZA,Pizza,44.03482,-79.475566
52641545,PIZZA PIZZA,Pizza,44.062792,-79.482449
52641594,PIZZA PIZZA,Pizza,43.465369,-79.743136
52641602,PIZZA PIZZA,Pizza,43.500169,-79.661452
52641610,PIZZA PIZZA,Pizza,43.442135,-79.672317
52641628,PIZZA PIZZA,Pizza,43.398212,-79.707789
52641636,PIZZA PIZZA,Pizza,43.480937,-79.695436
52641644,PIZZA PIZZA,Pizza,43.440783,-79.739454
52641651,PIZZA PIZZA,Pizza,43.929099,-80.093545
52641982,PIZZA PIZZA,Pizza,43.819348,-79.11471
52642006,PIZZA PIZZA,Pizza,43.841329,-79.083544
52642014,PIZZA PIZZA,Pizza,43.831619,-79.121198
52642055,PIZZA PIZZA,Pizza,43.877281,-79.405711
52642063,PIZZA PIZZA,Pizza,43.859339,-79.434392
52642071,PIZZA PIZZA,Pizza,43.872822,-79.437467
52642170,PIZZA PIZZA,Pizza,43.970557,-79.250821
52642188,PIZZA PIZZA,Pizza,43.671594,-79.387435
52642196,PIZZA PIZZA,Pizza,43.665078,-79.411848
52642204,PIZZA PIZZA,Pizza,43.661222,-79.428762
52642212,PIZZA PIZZA,Pizza,43.654751,-79.459359
52642220,PIZZA PIZZA,Pizza,43.65096,-79.476701
52642238,PIZZA PIZZA,Pizza,43.648965,-79.484875
52642246,PIZZA PIZZA,Pizza,43.655662,-79.3769
52642253,PIZZA PIZZA,Pizza,43.676149,-79.358956
52642261,PIZZA PIZZA,Pizza,43.679516,-79.342438
52642279,PIZZA PIZZA,Pizza,43.685487,-79.313373
52642287,PIZZA PIZZA,Pizza,43.68953,-79.295446
52642295,PIZZA PIZZA,Pizza,43.657017,-79.43438
52642303,PIZZA PIZZA,Pizza,43.661468,-79.435858
52642311,PIZZA PIZZA,Pizza,43.700821,-79.426037
52642329,PIZZA PIZZA,Pizza,43.734205,-79.469809
52642337,PIZZA PIZZA,Pizza,43.669475,-79.334273
52642345,PIZZA PIZZA,Pizza,43.670757,-79.329342
52642352,PIZZA PIZZA,Pizza,43.676742,-79.495771
52642360,PIZZA PIZZA,Pizza,43.709424,-79.475462
52642378,PIZZA PIZZA,Pizza,43.708026,-79.389854
52642386,PIZZA PIZZA,Pizza,43.66772,-79.369455
52642394,PIZZA PIZZA,Pizza,43.658674,-79.351244
52642410,PIZZA PIZZA,Pizza,43.650198,-79.390084
52642428,PIZZA PIZZA,Pizza,43.646976,-79.404555
52642436,PIZZA PIZZA,Pizza,43.643252,-79.423925
52642444,PIZZA PIZZA,Pizza,43.641036,-79.434965
52642451,PIZZA PIZZA,Pizza,43.682676,-79.421042
52642469,PIZZA PIZZA,Pizza,43.67955,-79.436249
52642477,PIZZA PIZZA,Pizza,43.666126,-79.379579
52642485,PIZZA PIZZA,Pizza,43.66753,-79.369986
52642493,PIZZA PIZZA,Pizza,43.64857,-79.374503
52642501,PIZZA PIZZA,Pizza,43.700456,-79.516897
52642519,PIZZA PIZZA,Pizza,43.657414,-79.381489
52642527,PIZZA PIZZA,Pizza,43.661775,-79.384703
52642543,PIZZA PIZZA,Pizza,43.689593,-79.394571
52642550,PIZZA PIZZA,Pizza,43.697825,-79.396609
52642568,PIZZA PIZZA,Pizza,43.707397,-79.398327
